,ID,Museum.specific.ID,Museum,Region,Site,Country.of.site,Specimen.collection.no.,Assemblage.layer.no.,Contextual.information,Preservation,Raw.material,Length..mm.,Width..mm.,Thickness..mm.,Site.1,Photograph.names,Edited.photo.name,Researcher.initials..photo.,Researcher.initials..measurements.,Supplementary.information,LT.notes,Assemblage_2,Min.age,Mid.age,Max.age,N,E
65,965,164,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,33.4,26,10.9,Prospect Farm,DSC_0424,E_point_178,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
66,971,170,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,54.4,33.6,15.9,Prospect Farm,DSC_0430,E_point_179,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
67,646,22,NME,East,Goda Buticha ,Ethiopia,32,"A1a, 110-100, IIC",Excavated ,Complete,Quartzite ,75.5,26.1,8.2,Goda Buticha ,"Image_6995,6996,6997,6998",E_point_18,BH,YT,,NA,"Complex II, IIc-a",4,6,8,9.54,41.63
68,972,171,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,38.6,30.6,6.7,Prospect Farm,DSC_0431,E_point_180,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
69,974,173,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,52.9,39.7,11.3,Prospect Farm,DSC_0433,E_point_181,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
70,975,174,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,59.4,37.3,11.9,Prospect Farm,DSC_0434,E_point_182,SC,CM,Heavily weathered,NA,GsJi 8,50,85,120,-0.59,36.18
71,978,177,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,41,30,10.2,Prospect Farm,DSC_0437,E_point_184,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
72,980,179,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,56.1,36.9,15.3,Prospect Farm,DSC_0439,E_point_186,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
73,981,180,NMK,East,Prospect Farm,Kenya,63/3202,GsJi 8,Surface,Complete,Obsidian,43.2,39.2,11.4,Prospect Farm,DSC_0440,E_point_187,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
74,983,182,NMK,East,Prospect Farm,Kenya,64/3202,GsJi 8,Surface,Complete,Obsidian,57.3,26.3,6.3,Prospect Farm,DSC_0442,E_point_189,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
75,648,24,NME,East,Goda Buticha ,Ethiopia,14,Ald,Excavated ,Complete,Chert,23.6,14.8,3.5,Goda Buticha ,"Image_7088,7089,7090,7091",E_point_19,BH,YT,"Full info in the bag [A1d light brown, 55-50 IID/IIF No.14]",NA,"Complex II, IId-f",33,41,48,9.54,41.63
76,986,185,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,48.4,40.4,13.7,Prospect Farm,DSC_0445,E_point_190,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
77,987,186,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,47.7,40.9,11.1,Prospect Farm,DSC_0446,E_point_191,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
78,988,187,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,63.3,46.6,16.3,Prospect Farm,DSC_0447,E_point_192,SC,CM,Heavily weathered,NA,GsJi 8,50,85,120,-0.59,36.18
79,991,190,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,45.7,32.1,9.4,Prospect Farm,DSC_0450,E_point_193,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
80,992,191,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,38.3,30.7,8.8,Prospect Farm,DSC_0451,E_point_194,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
81,993,192,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,50.6,38.3,10.2,Prospect Farm,DSC_0452,E_point_195,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
82,994,193,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,65,33,10.6,Prospect Farm,DSC_0453,E_point_196,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
83,996,195,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,41.2,42.4,10.3,Prospect Farm,DSC_0455,E_point_197,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
84,997,196,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,55.3,42.8,14.1,Prospect Farm,DSC_0456,E_point_198,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
85,998,197,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,62.2,40.6,11.5,Prospect Farm,DSC_0457,E_point_199,SC,CM,Heavily weathered,NA,GsJi 8,50,85,120,-0.59,36.18
86,626,2,NME,East,Goda Buticha ,Ethiopia,?,B1d,Excavated ,Complete,Chert,40.2,22.6,9.2,Goda Buticha ,"Image_7106,7107,7108,7109,7110",E_point_2,BH,YT,"Full info in the bag [ BC.869, B1d, light orange, x-9, y-83, z-54]",NA,,NA,NA,NA,9.54,41.63
87,653,29,NME,East,Goda Buticha ,Ethiopia,?,A1b,Excavated ,Complete,Chert,41,25.4,5.8,Goda Buticha ,"Image_6971,6972,6973",E_point_20,BH,BH,"Full info in the bag [ BC 850, A1b, light brown, x-94, y-84, z-75]",NA,,NA,NA,NA,9.54,41.63
88,1000,199,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,44.6,19,8.5,Prospect Farm,DSC_0459,E_point_200,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
89,1001,200,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,50.6,28.9,12.1,Prospect Farm,DSC_0460,E_point_201,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
90,1002,201,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,37.3,26.6,9.1,Prospect Farm,DSC_0461,E_point_202,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
91,1003,202,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,46.3,26,12.4,Prospect Farm,DSC_0462,E_point_203,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
92,1004,203,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,36.7,21.6,6.4,Prospect Farm,DSC_0463,E_point_204,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
93,1005,204,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,37,29.7,8.1,Prospect Farm,DSC_0464,E_point_205,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
94,1006,205,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,42.6,26.6,13.8,Prospect Farm,DSC_0465,E_point_206,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
95,1007,206,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,61.5,32.3,11.3,Prospect Farm,DSC_0466,E_point_207,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
96,1009,208,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,39,31.2,9.9,Prospect Farm,DSC_0468,E_point_208,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
97,1017,216,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,41.6,23,9.5,Prospect Farm,DSC_0476,E_point_209,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
98,655,31,NME,East,Goda Buticha ,Ethiopia,17,A1d 55-50 IID/IIF,Excavated ,Complete,Chert,32.2,16.2,5.8,Goda Buticha ,"Image_6962,6963,6964,6965,6966,6967,6968,6969",E_point_21,BH,BH,Also include in BC. 2011,NA,"Complex II, IId-f",33,41,48,9.54,41.63
99,1020,219,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,48.4,27.8,10.7,Prospect Farm,DSC_0479,E_point_210,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
100,1021,220,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,33.7,21.7,7.5,Prospect Farm,DSC_0480,E_point_211,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
101,1024,223,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,53.4,27.8,10.4,Prospect Farm,DSC_0483,E_point_213,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
102,1027,226,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,47.6,28.8,11.8,Prospect Farm,DSC_0486,E_point_215,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
103,1028,227,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,34.7,27.3,7.1,Prospect Farm,DSC_0487,E_point_216,SC,CM,Weathered,NA,GsJi 8,50,85,120,-0.59,36.18
104,1029,228,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,30.4,22.3,6.3,Prospect Farm,DSC_0488,E_point_217,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
105,1031,230,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,45.9,31.1,10.4,Prospect Farm,DSC_0490,E_point_218,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
106,1032,231,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,45.8,32.7,9.7,Prospect Farm,DSC_0491,E_point_219,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
107,656,32,NME,East,Goda Buticha ,Ethiopia,6,"A1b, IIC, 120-110",Excavated ,Complete,Obsidian,22.1,15.1,5.1,Goda Buticha ,"Image_6930,6931,6932,6933,6934,6935",E_point_22,BH,BH,,NA,"Complex II, IIc-a",4,6,8,9.54,41.63
108,1036,235,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,36.1,20,6.8,Prospect Farm,DSC_0495,E_point_221,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
109,1038,237,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,57.6,33.3,10.8,Prospect Farm,DSC_0497,E_point_223,SC,CM,,NA,GsJi 8,50,85,120,-0.59,36.18
110,1042,241,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,78.8,48.4,20.8,Prospect Farm,DSC_0501,E_point_224,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
111,1045,244,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,53.2,31.1,14.7,Prospect Farm,DSC_0505,E_point_225,SC,CM,Slightly weathered,NA,GsJi 8,50,85,120,-0.59,36.18
112,1047,246,NMK,East,Prospect Farm,Kenya,3202,GsJi 8,Surface,Complete,Obsidian,49.4,26.1,7.2,Prospect Farm,DSC_0507,E_point_226,SC,CM,Heavily weathered,NA,GsJi 8,50,85,120,-0.59,36.18
113,657,33,NME,East,Goda Buticha ,Ethiopia,8,"B1a, IIF, 70-60",Excavated ,Complete,Obsidian,33,18.6,5.8,Goda Buticha ,"Image_6913,6914,6915,6915",E_point_23,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
114,658,34,NME,East,Goda Buticha ,Ethiopia,19,"A1a, IID 60-50",Excavated ,Complete,Basalt,35.8,17.8,8.2,Goda Buticha ,"Image_6909,6910,6911",E_point_24,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
115,659,35,NME,East,Goda Buticha ,Ethiopia,18,B1a 130-120 IIC,Excavated ,Complete,Obsidian,34.5,18.4,7.4,Goda Buticha ,"Image_6904,6905,6906,6907",E_point_25,BH,BH,,NA,"Complex II, IIc-a",4,6,8,9.54,41.63
116,661,37,NME,East,Goda Buticha ,Ethiopia,29,A1a 60-50 IID,Excavated ,Complete,Obsidian,35.8,27.6,7.8,Goda Buticha ,"Image_6886,6887,6888",E_point_26,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
117,662,38,NME,East,Goda Buticha ,Ethiopia,18,A1a 60-50 IID,Excavated ,Complete,Basalt,45,24.7,7.8,Goda Buticha ,"Image_6890,6891,6892,6893",E_point_27,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
118,663,39,NME,East,Goda Buticha ,Ethiopia,22,A1a 80-70 IID,Excavated ,Complete,Obsidian,37.1,15.1,4.7,Goda Buticha ,"Image_6880,6881,6882,6883,6884",E_point_28,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
119,667,43,NME,East,Goda Buticha ,Ethiopia,31,Ala 90-80 IID,Excavated ,Complete,Obsidian,30,13.8,4.6,Goda Buticha ,"Image_7136,7137,7138,7139,7140",E_point_29,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
120,628,4,NME,East,Goda Buticha ,Ethiopia,?,A1b,Excavated ,Complete,Basalt,44.5,21.7,6.4,Goda Buticha ,"Image_7125,7126,7127,7128,7129",E_point_3,BH,YT,"Full info in the bag [BC 664, A1b light brown x-95, y-79, z-95]",NA,,NA,NA,NA,9.54,41.63
121,668,44,NME,East,Goda Buticha ,Ethiopia,30,A1a 90-80 IID,Excavated ,Complete,Obsidian,29,15,6.4,Goda Buticha ,"Image_6950,6951,6952,6953,6954,6955",E_point_30,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
122,671,47,NME,East,Goda Buticha ,Ethiopia,12,B1a 90-80 IID,Excavated ,Complete,Basalt,44.2,23.4,8.8,Goda Buticha ,"Image_6938,6939,6940,6941,6942",E_point_31,BH,BH,,NA,"Complex II, IId-f",33,41,48,9.54,41.63
123,672,48,NME,East,Goda Buticha ,Ethiopia,10,A1c 130-120 IIC,Excavated ,Complete,Obsidian,39.9,18.5,10.5,Goda Buticha ,"Image_7131,7132,7133,7134,7135",E_point_32,BH,BH,,NA,"Complex II, IIc-a",4,6,8,9.54,41.63
124,673,49,NME,East,Omo Kibish,Ethiopia,110,OKO2 BNS S1 E L3 Lithics 109-112,Excavated ,Complete,Chert,48.4,37.7,13.5,Omo Kibish,"Image_7884,7885,7886,7887",E_point_33,BH,YT,,NA, BNS ,96,104,111,5.41,35.9
125,674,50,NME,East,Omo Kibish,Ethiopia,368,"OKO2(PHS OH2) 368 jasper point, BNS",?,Complete,Chert,72.3,40.9,8.8,Omo Kibish,"Image_7878,7879,7880,7881,7882,7883",E_point_34,BH,YT,"#368 is not found in Shea catalgue; its context is mentioned as OK02 (PHS OH2) but the piece appreared in the Shea,2008 publication Fig.22a under BNS context",NA, BNS ,96,104,111,5.41,35.9
126,676,52,NME,East,Omo Kibish,Ethiopia,514,"OKO3 BNS,100m East Surf.J.F.1/26",Surface (< 100 m East),Complete,Chert,35.8,24.6,9.1,Omo Kibish,"Image_7901,7902,7903,7904",E_point_35,BH,YT,"it is called ""Foliate Point on flake"" in In Shea 2009 fig22e",NA, BNS ,96,104,111,5.41,35.9
127,678,54,NME,East,Omo Kibish,Ethiopia,958,"OK03  Surf. Coll. ""Kib 098"" PA Girf Biface on flake, BNS",Surface ,Complete,Basalt,29.1,19.5,5.6,Omo Kibish,"Image_7914,7915,7916,7917",E_point_36,BH,YT,"Because it named on the bag "" biface on flake""",NA, BNS ,96,104,111,5.41,35.9
128,681,57,NME,East,Omo Kibish,Ethiopia,1329,OKO AHS 1329 Levallois point ,Excavated ,Complete,Rhyolite,50.8,34.2,5.4,Omo Kibish,"Image_7926,7927,7928,7929",E_point_37,BH,BH,,NA,AHS,190,195,200,5.41,35.9
129,684,60,NME,East,Omo Kibish,Ethiopia,1279,OkO31279 surf.coll.1F 2/5 Kib loc.161,Surface,Complete,Basalt,40.8,26.9,6.4,Omo Kibish,"Image_7943,7944,7945,7946",E_point_38,BH,BH,,NA,,NA,NA,NA,5.41,35.9
130,685,61,NME,East,Omo Kibish,Ethiopia,1208,OKO3 1208 surf. MBR3/4  #3 point,Surface,Complete,Rhyolite,62.7,50.4,15.4,Omo Kibish,"Image_7930,7931,7932,7933,7934",E_point_39,BH,BH,,NA,,NA,NA,NA,5.41,35.9
131,629,5,NME,East,Goda Buticha ,Ethiopia,?,A1d,Excavated ,Complete,Chert,46.3,22,8.2,Goda Buticha ,"Image_7112,7113,7114,7115,7116,7117",E_point_4,BH,YT,"Full info in the bag [ BC.977, A1d, x-29, y-99, z-44, light brown]",NA,,NA,NA,NA,9.54,41.63
132,686,62,NME,East,Omo Kibish,Ethiopia,1276,OKO3 AHS 1276 surf. Coll.1F.2/5 Kib.Loc.073,Surface,Complete,Rhyolite,77.6,35.9,11.8,Omo Kibish,"Image_7897,7898,7899,7900",E_point_40,BH,BH,,NA,AHS,190,195,200,5.41,35.9
133,687,63,NME,East,Omo Kibish,Ethiopia,1282,OKO3 AHS 1282 surf.coll.1F.2/5 Kib.Loc 160,Surface,Complete,Basalt,61,32.7,14.4,Omo Kibish,"Image_7934,7935,7936,7937,7938",E_point_41,BH,BH,,NA,AHS,190,195,200,5.41,35.9
134,688,64,NME,East,Omo Kibish,Ethiopia,1283,OKO3 AHS 1283 surf.coll 1F.2/5 Kib.Loc 160,Surface,Complete,Chert,44.6,41.4,8.2,Omo Kibish,"Image 7939,7940,7941,7942",E_point_42,BH,BH,,NA,AHS,190,195,200,5.41,35.9
135,689,65,NME,East,Omo Kibish,Ethiopia,2086,OKO3 AHS 2086 surf.CAT#2086-2091 s7w5 L6/7?,Surface,Complete,Chert,37.2,27.9,10,Omo Kibish,"Image_7959,7960,7961,7962",E_point_43,BH,BH,,NA,AHS,190,195,200,5.41,35.9
136,691,67,NME,East,Omo Kibish,Ethiopia,2260,"OK03 2260, AHS",Surface [6],Complete,Chert,51,31.6,9.4,Omo Kibish,"Image_7949,7949,7950,7951",E_point_44,BH,BH,,NA,AHS,190,195,200,5.41,35.9
137,692,68,NME,East,Porc Epic,Ethiopia,1721,06N-14W (NW 160-170),Excavated,Complete,Chert,35,20,7.6,Porc Epic,"IMG_7802,7803,7715,7716",E_point_45,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
138,693,69,NME,East,Porc Epic,Ethiopia,9889.89,06N-14W (NW 160-170),Excavated,Complete,Basalt,44.7,27.3,10.5,Porc Epic,"IMG_7718,7719",E_point_46,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
139,694,70,NME,East,Porc Epic,Ethiopia,1763,06N-14W (SW 170-180),Excavated,Complete,Chert,44,24.1,7.7,Porc Epic,"IMG_7721,7722,7723,7724",E_point_47,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
140,696,72,NME,East,Porc Epic,Ethiopia,1673,06N-14W (SW 150-160),Excavated,Complete,Basalt,35.5,23.8,7.5,Porc Epic,"IMG_7730,7731,7732",E_point_48,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
141,697,73,NME,East,Porc Epic,Ethiopia,1673,06N-14W (SW 150-160),Excavated,Complete,Chert,44.5,24.9,7.5,Porc Epic,"IMG_7734,7735,7736,7737",E_point_49,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
142,631,7,NME,East,Goda Buticha ,Ethiopia,6,"A1c, IIc 120-110",Excavated ,Complete,Chert,42.6,25.4,9.5,Goda Buticha ,"Image_7119,7120,7121,7122,7123",E_point_5,BH,YT,Info in the bag also includes  [BC 2008[,NA,"Complex II, IId-f",33,41,48,9.54,41.63
143,698,74,NME,East,Porc Epic,Ethiopia,1703,06N-14W (NW 190-200),Excavated,Complete,Chert,36.3,23.4,8.2,Porc Epic,"IMG_7739,7740,7741,7742",E_point_50,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
144,700,76,NME,East,Porc Epic,Ethiopia,1703,06N-14W (NW 190-200),Excavated,Complete,Basalt,37.4,21.6,9.4,Porc Epic,"IMG_7749,7750,7751,7752",E_point_51,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
145,704,80,NME,East,Porc Epic,Ethiopia,1779,06N-14W (SE 180-190),Excavated,Complete,Chert,47,20.4,9.6,Porc Epic,"IMG_7769,7770,7771,7772",E_point_52,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
146,705,81,NME,East,Porc Epic,Ethiopia,1771,06N-14W (SW 210-220),Excavated,Complete,Chert,46.8,19.7,10.3,Porc Epic,"IMG_7774,7775,7776",E_point_53,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
147,708,84,NME,East,Porc Epic,Ethiopia,1761,06N-14W (SW 160-170),Excavated,Complete,Chert,37.6,22.3,4.6,Porc Epic,"IMG_7788,7789,7790,7791",E_point_54,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
148,711,87,NME,East,Porc Epic,Ethiopia,1681,06N-14W (SE 190-200),Excavated,Complete,Chert,40.8,24.7,6.4,Porc Epic,"IMG_7805,7806,7807,7808",E_point_55,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
149,712,88,NME,East,Porc Epic,Ethiopia,1681,06N-14W (SE 190-200),Excavated,Complete,Chert,44.8,17.8,7.4,Porc Epic,"IMG_7810,7811,7812,7813",E_point_56,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
150,716,92,NME,East,Porc Epic,Ethiopia,1767,06N-14W (SW 190-200),Excavated,Complete,Obsidian,35,17.8,6.7,Porc Epic,"IMG_ 7831,7832,7833,7834",E_point_57,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
151,718,94,NME,East,Porc Epic,Ethiopia,1767,06N-14W (SW 190-200),Excavated,Complete,Chert,43.5,17.7,9.5,Porc Epic,"IMG_ 7840, 7841,7842, 7843",E_point_58,BH,BH,,NA,06N-14W 60-200,NA,40,NA,9.63,41.87
152,719,95,NME,East,Porc Epic,Ethiopia,1262,08N-07W(120-130),Excavated ,Complete,Basalt,51.6,21.9,7.1,Porc Epic,"IMG_7195,7196,9197,7198",E_point_59,BH,YT,,NA,08N-07W  IIIb,NA,40,NA,9.63,41.87
153,632,8,NME,East,Goda Buticha ,Ethiopia,34,"A1a, 90-80 IID",Excavated ,Complete,Obsidian,36,14.8,4.6,Goda Buticha ,"Image_7015,7016,7017,7018",E_point_6,BH,YT,"Full info in the bag [BC 2008, A1a 90-80 IID No.34]",NA,"Complex II, IId-f",33,41,48,9.54,41.63
154,720,96,NME,East,Porc Epic,Ethiopia,2149,08N-07W (160-170),Excavated ,Complete,Chert,43,20.9,6.3,Porc Epic," IMG_7277,7278,7279,7280",E_point_60,BH,YT,,NA,08N-07W  IIIc,NA,40,NA,9.63,41.87
155,721,97,NME,East,Porc Epic,Ethiopia,1256,08N-07W(120-130),Excavated ,Complete,Basalt,50.3,27.2,9.3,Porc Epic,"IMG_7324,7354,7326,7327",E_point_61,BH,YT,,NA,08N-07W  IIIb,NA,40,NA,9.63,41.87
156,723,99,NME,East,Porc Epic,Ethiopia,1260,08N-07W(110-120),Excavated ,Complete,Basalt,41,24.3,10.3,Porc Epic,"IMG_ 7190,7191,7192,7193",E_point_62,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
157,724,100,NME,East,Porc Epic,Ethiopia,1256,08N-07W(120-130),Excavated ,Complete,Basalt,52.5,20.4,6.2,Porc Epic,"IMG_ 7200,7201,7203",E_point_63,BH,YT,,NA,08N-07W  IIIb,NA,40,NA,9.63,41.87
158,725,101,NME,East,Porc Epic,Ethiopia,1165,08N-07W (110-120),Excavated ,Complete,Chert,31.3,24.7,8.4,Porc Epic,"IMG_ 7211,7212,7213,7214",E_point_64,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
159,727,103,NME,East,Porc Epic,Ethiopia,1266,08N-07W(110-120),Excavated ,Complete,Chert,40,20.4,9.2,Porc Epic,"IMG_ 7221,7222,7223,7224,7225",E_point_65,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
160,729,105,NME,East,Porc Epic,Ethiopia,2131,08N-07W(150-160),Excavated ,Complete,Chert,39.9,19.6,5.7,Porc Epic,"IMG_ 7243,7244,7245,7246",E_point_66,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
161,730,106,NME,East,Porc Epic,Ethiopia,2134,08N-07W(140-150),Excavated ,Complete,Chert,46,21.8,5.1,Porc Epic,"IMG_ 7248,7249,7250,7251,7252",E_point_67,BH,YT,,NA,08N-07W  IIIb,NA,40,NA,9.63,41.87
162,731,107,NME,East,Porc Epic,Ethiopia,1260,08N-07W (110-120),Excavated ,Complete,Chert,52,20.8,7.5,Porc Epic,"IMG_ 7254,7255,7256,7257",E_point_68,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
163,732,108,NME,East,Porc Epic,Ethiopia,2135,08N-07W (150-160),Excavated ,Complete,Chert,42,28.3,6.4,Porc Epic,"IMG_ 7259,7260,7261,7262",E_point_69,BH,YT,,NA,08N-07W  IIIc,NA,40,NA,9.63,41.87
164,634,10,NME,East,Goda Buticha ,Ethiopia,1,B1dIIc.105-100,Excavated ,Complete,Obsidian,29.1,22.2,6,Goda Buticha ,"Image_7083,7084,7085,7086",E_point_7,BH,YT,,NA,"Complex II, IIc-a",4,6,8,9.54,41.63
165,733,109,NME,East,Porc Epic,Ethiopia,2700,08N-07W(100-110),Excavated ,Complete,Chert,43.5,19.7,8.2,Porc Epic,"IMG_ 7269,7270,7271,7272,7273,7274",E_point_70,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
166,734,110,NME,East,Porc Epic,Ethiopia,1268,08N-07W(120-130),Excavated ,Complete,Basalt,41,20.6,6.2,Porc Epic,"IMG_7381,7382,7383,7384",E_point_71,BH,YT,,NA,08N-07W  IIIb,NA,40,NA,9.63,41.87
167,735,111,NME,East,Porc Epic,Ethiopia,1268,08N-07W(120-130),Excavated ,Complete,Basalt,45.4,21.2,5.9,Porc Epic,"IMG_ 7286,7287,7288,7289",E_point_72,BH,YT,,NA,08N-07W  IIIb,NA,40,NA,9.63,41.87
168,738,114,NME,East,Porc Epic,Ethiopia,2699,08N-07W (95-100),Excavated ,Complete,Basalt,37.1,30,7.8,Porc Epic,"IMG_ 7303,7304,7305,7306",E_point_73,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
169,739,115,NME,East,Porc Epic,Ethiopia,2133,08N-07W(150-160),Excavated ,Complete,Basalt,43.3,19.8,5.9,Porc Epic,"IMG_ 7319,7320,7321,7322",E_point_74,BH,YT,,NA,08N-07W IIIa,NA,40,NA,9.63,41.87
